Date,Ha,Month,Unit,Unit_TW,Value,Year
11/1/12,26070.93822,11,Hectares,Gamkaberg mountain,0,2012
12/1/12,26070.93822,12,Hectares,Gamkaberg mountain,0,2012
1/1/13,26070.93822,1,Hectares,Gamkaberg mountain,0,2013
2/1/13,26070.93822,2,Hectares,Gamkaberg mountain,894.4305526,2013
3/1/13,26070.93822,3,Hectares,Gamkaberg mountain,295.1147958,2013
4/1/13,26070.93822,4,Hectares,Gamkaberg mountain,0,2013
5/1/13,26070.93822,5,Hectares,Gamkaberg mountain,0,2013
6/1/13,26070.93822,6,Hectares,Gamkaberg mountain,0,2013
7/1/13,26070.93822,7,Hectares,Gamkaberg mountain,0,2013
8/1/13,26070.93822,8,Hectares,Gamkaberg mountain,0,2013
9/1/13,26070.93822,9,Hectares,Gamkaberg mountain,0,2013
10/1/13,26070.93822,10,Hectares,Gamkaberg mountain,0,2013
11/1/13,26070.93822,11,Hectares,Gamkaberg mountain,0,2013
12/1/13,26070.93822,12,Hectares,Gamkaberg mountain,0,2013
1/1/14,26070.93822,1,Hectares,Gamkaberg mountain,0,2014
2/1/14,26070.93822,2,Hectares,Gamkaberg mountain,0,2014
3/1/14,26070.93822,3,Hectares,Gamkaberg mountain,0,2014
4/1/14,26070.93822,4,Hectares,Gamkaberg mountain,0,2014
5/1/14,26070.93822,5,Hectares,Gamkaberg mountain,0,2014
6/1/14,26070.93822,6,Hectares,Gamkaberg mountain,0,2014
7/1/14,26070.93822,7,Hectares,Gamkaberg mountain,0,2014
8/1/14,26070.93822,8,Hectares,Gamkaberg mountain,0,2014
9/1/14,26070.93822,9,Hectares,Gamkaberg mountain,0,2014
10/1/14,26070.93822,10,Hectares,Gamkaberg mountain,0,2014
11/1/14,26070.93822,11,Hectares,Gamkaberg mountain,0,2014
12/1/14,26070.93822,12,Hectares,Gamkaberg mountain,0,2014
1/1/15,26070.93822,1,Hectares,Gamkaberg mountain,0,2015
2/1/15,26070.93822,2,Hectares,Gamkaberg mountain,5528.692765,2015
3/1/15,26070.93822,3,Hectares,Gamkaberg mountain,0,2015
4/1/15,26070.93822,4,Hectares,Gamkaberg mountain,0,2015
5/1/15,26070.93822,5,Hectares,Gamkaberg mountain,0,2015
6/1/15,26070.93822,6,Hectares,Gamkaberg mountain,0,2015
7/1/15,26070.93822,7,Hectares,Gamkaberg mountain,0,2015
8/1/15,26070.93822,8,Hectares,Gamkaberg mountain,0,2015
9/1/15,26070.93822,9,Hectares,Gamkaberg mountain,0,2015
10/1/15,26070.93822,10,Hectares,Gamkaberg mountain,0,2015
11/1/15,26070.93822,11,Hectares,Gamkaberg mountain,0,2015
12/1/15,26070.93822,12,Hectares,Gamkaberg mountain,0,2015
1/1/16,26070.93822,1,Hectares,Gamkaberg mountain,0,2016
2/1/16,26070.93822,2,Hectares,Gamkaberg mountain,0,2016
3/1/16,26070.93822,3,Hectares,Gamkaberg mountain,0,2016
4/1/16,26070.93822,4,Hectares,Gamkaberg mountain,0,2016
5/1/16,26070.93822,5,Hectares,Gamkaberg mountain,0,2016
6/1/16,26070.93822,6,Hectares,Gamkaberg mountain,0,2016
7/1/16,26070.93822,7,Hectares,Gamkaberg mountain,0,2016
8/1/16,26070.93822,8,Hectares,Gamkaberg mountain,0.252455147,2016
9/1/16,26070.93822,9,Hectares,Gamkaberg mountain,0,2016
10/1/16,26070.93822,10,Hectares,Gamkaberg mountain,0,2016
11/1/16,26070.93822,11,Hectares,Gamkaberg mountain,0,2016
12/1/16,26070.93822,12,Hectares,Gamkaberg mountain,0,2016
1/1/17,26070.93822,1,Hectares,Gamkaberg mountain,0,2017
2/1/17,26070.93822,2,Hectares,Gamkaberg mountain,8105.889838,2017
3/1/17,26070.93822,3,Hectares,Gamkaberg mountain,2278.20305,2017
4/1/17,26070.93822,4,Hectares,Gamkaberg mountain,0,2017
5/1/17,26070.93822,5,Hectares,Gamkaberg mountain,0,2017
6/1/17,26070.93822,6,Hectares,Gamkaberg mountain,0,2017
7/1/17,26070.93822,7,Hectares,Gamkaberg mountain,0,2017
8/1/17,26070.93822,8,Hectares,Gamkaberg mountain,0,2017
9/1/17,26070.93822,9,Hectares,Gamkaberg mountain,0,2017
10/1/17,26070.93822,10,Hectares,Gamkaberg mountain,0,2017
11/1/17,26070.93822,11,Hectares,Gamkaberg mountain,0,2017
12/1/17,26070.93822,12,Hectares,Gamkaberg mountain,0,2017
1/1/18,26070.93822,1,Hectares,Gamkaberg mountain,0,2018
2/1/18,26070.93822,2,Hectares,Gamkaberg mountain,0,2018
3/1/18,26070.93822,3,Hectares,Gamkaberg mountain,0,2018
4/1/18,26070.93822,4,Hectares,Gamkaberg mountain,0,2018
5/1/18,26070.93822,5,Hectares,Gamkaberg mountain,0,2018
6/1/18,26070.93822,6,Hectares,Gamkaberg mountain,0,2018
7/1/18,26070.93822,7,Hectares,Gamkaberg mountain,0,2018
8/1/18,26070.93822,8,Hectares,Gamkaberg mountain,0,2018
9/1/18,26070.93822,9,Hectares,Gamkaberg mountain,0,2018
10/1/18,26070.93822,10,Hectares,Gamkaberg mountain,0,2018
11/1/18,26070.93822,11,Hectares,Gamkaberg mountain,0,2018
12/1/18,26070.93822,12,Hectares,Gamkaberg mountain,0,2018
1/1/19,26070.93822,1,Hectares,Gamkaberg mountain,0,2019
2/1/19,26070.93822,2,Hectares,Gamkaberg mountain,0,2019
3/1/19,26070.93822,3,Hectares,Gamkaberg mountain,0,2019
4/1/19,26070.93822,4,Hectares,Gamkaberg mountain,0,2019
5/1/19,26070.93822,5,Hectares,Gamkaberg mountain,0,2019
6/1/19,26070.93822,6,Hectares,Gamkaberg mountain,0,2019
7/1/19,26070.93822,7,Hectares,Gamkaberg mountain,0,2019
8/1/19,26070.93822,8,Hectares,Gamkaberg mountain,0,2019
9/1/19,26070.93822,9,Hectares,Gamkaberg mountain,0,2019
10/1/19,26070.93822,10,Hectares,Gamkaberg mountain,0,2019
11/1/19,26070.93822,11,Hectares,Gamkaberg mountain,0,2019
12/1/19,26070.93822,12,Hectares,Gamkaberg mountain,0,2019
1/1/20,26070.93822,1,Hectares,Gamkaberg mountain,0,2020
2/1/20,26070.93822,2,Hectares,Gamkaberg mountain,0,2020
3/1/20,26070.93822,3,Hectares,Gamkaberg mountain,0,2020
4/1/20,26070.93822,4,Hectares,Gamkaberg mountain,0,2020
5/1/20,26070.93822,5,Hectares,Gamkaberg mountain,0,2020
6/1/20,26070.93822,6,Hectares,Gamkaberg mountain,0,2020
7/1/20,26070.93822,7,Hectares,Gamkaberg mountain,0,2020
8/1/20,26070.93822,8,Hectares,Gamkaberg mountain,0,2020
9/1/20,26070.93822,9,Hectares,Gamkaberg mountain,0,2020
10/1/20,26070.93822,10,Hectares,Gamkaberg mountain,0,2020
11/1/20,26070.93822,11,Hectares,Gamkaberg mountain,0,2020
12/1/20,26070.93822,12,Hectares,Gamkaberg mountain,0,2020
1/1/21,26070.93822,1,Hectares,Gamkaberg mountain,0,2021
2/1/21,26070.93822,2,Hectares,Gamkaberg mountain,0,2021
3/1/21,26070.93822,3,Hectares,Gamkaberg mountain,0,2021
4/1/21,26070.93822,4,Hectares,Gamkaberg mountain,0,2021
5/1/21,26070.93822,5,Hectares,Gamkaberg mountain,0,2021
6/1/21,26070.93822,6,Hectares,Gamkaberg mountain,0,2021
7/1/21,26070.93822,7,Hectares,Gamkaberg mountain,0,2021
8/1/21,26070.93822,8,Hectares,Gamkaberg mountain,0,2021
9/1/21,26070.93822,9,Hectares,Gamkaberg mountain,0,2021
10/1/21,26070.93822,10,Hectares,Gamkaberg mountain,0,2021
11/1/21,26070.93822,11,Hectares,Gamkaberg mountain,0,2021
12/1/21,26070.93822,12,Hectares,Gamkaberg mountain,0,2021
1/1/22,26070.93822,1,Hectares,Gamkaberg mountain,0,2022
2/1/22,26070.93822,2,Hectares,Gamkaberg mountain,0,2022
3/1/22,26070.93822,3,Hectares,Gamkaberg mountain,0,2022
4/1/22,26070.93822,4,Hectares,Gamkaberg mountain,0,2022
5/1/22,26070.93822,5,Hectares,Gamkaberg mountain,0,2022
6/1/22,26070.93822,6,Hectares,Gamkaberg mountain,0,2022
7/1/22,26070.93822,7,Hectares,Gamkaberg mountain,0,2022
8/1/22,26070.93822,8,Hectares,Gamkaberg mountain,0,2022
9/1/22,26070.93822,9,Hectares,Gamkaberg mountain,0,2022
10/1/22,26070.93822,10,Hectares,Gamkaberg mountain,0,2022
11/1/22,26070.93822,11,Hectares,Gamkaberg mountain,0,2022
12/1/22,26070.93822,12,Hectares,Gamkaberg mountain,0,2022
11/1/00,410951.9925,11,Hectares,Great Karoo,0,2000
12/1/00,410951.9925,12,Hectares,Great Karoo,0,2000
1/1/01,410951.9925,1,Hectares,Great Karoo,0,2001
2/1/01,410951.9925,2,Hectares,Great Karoo,0,2001
3/1/01,410951.9925,3,Hectares,Great Karoo,0,2001
4/1/01,410951.9925,4,Hectares,Great Karoo,0,2001
5/1/01,410951.9925,5,Hectares,Great Karoo,0,2001
6/1/01,410951.9925,6,Hectares,Great Karoo,0,2001
7/1/01,410951.9925,7,Hectares,Great Karoo,0,2001
8/1/01,410951.9925,8,Hectares,Great Karoo,0,2001
9/1/01,410951.9925,9,Hectares,Great Karoo,0,2001
10/1/01,410951.9925,10,Hectares,Great Karoo,0,2001
11/1/01,410951.9925,11,Hectares,Great Karoo,0,2001
12/1/01,410951.9925,12,Hectares,Great Karoo,142.6255543,2001
1/1/02,410951.9925,1,Hectares,Great Karoo,105.5176368,2002
2/1/02,410951.9925,2,Hectares,Great Karoo,0,2002
3/1/02,410951.9925,3,Hectares,Great Karoo,0,2002
4/1/02,410951.9925,4,Hectares,Great Karoo,0,2002
5/1/02,410951.9925,5,Hectares,Great Karoo,0,2002
6/1/02,410951.9925,6,Hectares,Great Karoo,0,2002
7/1/02,410951.9925,7,Hectares,Great Karoo,0,2002
8/1/02,410951.9925,8,Hectares,Great Karoo,0,2002
9/1/02,410951.9925,9,Hectares,Great Karoo,0,2002
10/1/02,410951.9925,10,Hectares,Great Karoo,0,2002
11/1/02,410951.9925,11,Hectares,Great Karoo,21.3722308,2002
12/1/02,410951.9925,12,Hectares,Great Karoo,0,2002
1/1/03,410951.9925,1,Hectares,Great Karoo,30.62866641,2003
2/1/03,410951.9925,2,Hectares,Great Karoo,53.34751353,2003
3/1/03,410951.9925,3,Hectares,Great Karoo,0,2003
4/1/03,410951.9925,4,Hectares,Great Karoo,0,2003
5/1/03,410951.9925,5,Hectares,Great Karoo,0,2003
6/1/03,410951.9925,6,Hectares,Great Karoo,0,2003
7/1/03,410951.9925,7,Hectares,Great Karoo,0,2003
8/1/03,410951.9925,8,Hectares,Great Karoo,0,2003
9/1/03,410951.9925,9,Hectares,Great Karoo,0,2003
10/1/03,410951.9925,10,Hectares,Great Karoo,0,2003
11/1/03,410951.9925,11,Hectares,Great Karoo,0,2003
12/1/03,410951.9925,12,Hectares,Great Karoo,0,2003
1/1/04,410951.9925,1,Hectares,Great Karoo,0,2004
2/1/04,410951.9925,2,Hectares,Great Karoo,0,2004
3/1/04,410951.9925,3,Hectares,Great Karoo,0,2004
4/1/04,410951.9925,4,Hectares,Great Karoo,0,2004
5/1/04,410951.9925,5,Hectares,Great Karoo,0,2004
6/1/04,410951.9925,6,Hectares,Great Karoo,0,2004
7/1/04,410951.9925,7,Hectares,Great Karoo,0,2004
8/1/04,410951.9925,8,Hectares,Great Karoo,0,2004
9/1/04,410951.9925,9,Hectares,Great Karoo,0,2004
10/1/04,410951.9925,10,Hectares,Great Karoo,0,2004
11/1/04,410951.9925,11,Hectares,Great Karoo,0,2004
12/1/04,410951.9925,12,Hectares,Great Karoo,0,2004
1/1/05,410951.9925,1,Hectares,Great Karoo,0,2005
2/1/05,410951.9925,2,Hectares,Great Karoo,0,2005
3/1/05,410951.9925,3,Hectares,Great Karoo,0,2005
4/1/05,410951.9925,4,Hectares,Great Karoo,0,2005
5/1/05,410951.9925,5,Hectares,Great Karoo,0,2005
6/1/05,410951.9925,6,Hectares,Great Karoo,0,2005
7/1/05,410951.9925,7,Hectares,Great Karoo,0,2005
8/1/05,410951.9925,8,Hectares,Great Karoo,0,2005
9/1/05,410951.9925,9,Hectares,Great Karoo,0,2005
10/1/05,410951.9925,10,Hectares,Great Karoo,0,2005
11/1/05,410951.9925,11,Hectares,Great Karoo,0,2005
12/1/05,410951.9925,12,Hectares,Great Karoo,0,2005
1/1/06,410951.9925,1,Hectares,Great Karoo,0,2006
2/1/06,410951.9925,2,Hectares,Great Karoo,0,2006
3/1/06,410951.9925,3,Hectares,Great Karoo,0,2006
4/1/06,410951.9925,4,Hectares,Great Karoo,0,2006
5/1/06,410951.9925,5,Hectares,Great Karoo,0,2006
6/1/06,410951.9925,6,Hectares,Great Karoo,0,2006
7/1/06,410951.9925,7,Hectares,Great Karoo,0,2006
8/1/06,410951.9925,8,Hectares,Great Karoo,0,2006
9/1/06,410951.9925,9,Hectares,Great Karoo,0,2006
10/1/06,410951.9925,10,Hectares,Great Karoo,0,2006
11/1/06,410951.9925,11,Hectares,Great Karoo,0,2006
12/1/06,410951.9925,12,Hectares,Great Karoo,85.82434375,2006
1/1/07,410951.9925,1,Hectares,Great Karoo,708.0527641,2007
2/1/07,410951.9925,2,Hectares,Great Karoo,0,2007
3/1/07,410951.9925,3,Hectares,Great Karoo,0,2007
4/1/07,410951.9925,4,Hectares,Great Karoo,0,2007
5/1/07,410951.9925,5,Hectares,Great Karoo,0,2007
6/1/07,410951.9925,6,Hectares,Great Karoo,0,2007
7/1/07,410951.9925,7,Hectares,Great Karoo,0,2007
8/1/07,410951.9925,8,Hectares,Great Karoo,0,2007
9/1/07,410951.9925,9,Hectares,Great Karoo,0,2007
10/1/07,410951.9925,10,Hectares,Great Karoo,0,2007
11/1/07,410951.9925,11,Hectares,Great Karoo,0,2007
12/1/07,410951.9925,12,Hectares,Great Karoo,0,2007
1/1/08,410951.9925,1,Hectares,Great Karoo,171.6478375,2008
2/1/08,410951.9925,2,Hectares,Great Karoo,0,2008
3/1/08,410951.9925,3,Hectares,Great Karoo,0,2008
4/1/08,410951.9925,4,Hectares,Great Karoo,0,2008
5/1/08,410951.9925,5,Hectares,Great Karoo,0,2008
6/1/08,410951.9925,6,Hectares,Great Karoo,0,2008
7/1/08,410951.9925,7,Hectares,Great Karoo,0,2008
8/1/08,410951.9925,8,Hectares,Great Karoo,0,2008
9/1/08,410951.9925,9,Hectares,Great Karoo,0,2008
10/1/08,410951.9925,10,Hectares,Great Karoo,0,2008
11/1/08,410951.9925,11,Hectares,Great Karoo,0,2008
12/1/08,410951.9925,12,Hectares,Great Karoo,0,2008
1/1/09,410951.9925,1,Hectares,Great Karoo,0,2009
2/1/09,410951.9925,2,Hectares,Great Karoo,0,2009
3/1/09,410951.9925,3,Hectares,Great Karoo,0,2009
4/1/09,410951.9925,4,Hectares,Great Karoo,0,2009
5/1/09,410951.9925,5,Hectares,Great Karoo,0,2009
6/1/09,410951.9925,6,Hectares,Great Karoo,0,2009
7/1/09,410951.9925,7,Hectares,Great Karoo,0,2009
8/1/09,410951.9925,8,Hectares,Great Karoo,0,2009
9/1/09,410951.9925,9,Hectares,Great Karoo,0,2009
10/1/09,410951.9925,10,Hectares,Great Karoo,0,2009
11/1/09,410951.9925,11,Hectares,Great Karoo,0,2009
12/1/09,410951.9925,12,Hectares,Great Karoo,0,2009
1/1/10,410951.9925,1,Hectares,Great Karoo,0,2010
2/1/10,410951.9925,2,Hectares,Great Karoo,0,2010
3/1/10,410951.9925,3,Hectares,Great Karoo,0,2010
4/1/10,410951.9925,4,Hectares,Great Karoo,0,2010
5/1/10,410951.9925,5,Hectares,Great Karoo,0,2010
6/1/10,410951.9925,6,Hectares,Great Karoo,0,2010
7/1/10,410951.9925,7,Hectares,Great Karoo,0,2010
8/1/10,410951.9925,8,Hectares,Great Karoo,0,2010
9/1/10,410951.9925,9,Hectares,Great Karoo,0,2010
10/1/10,410951.9925,10,Hectares,Great Karoo,0,2010
11/1/10,410951.9925,11,Hectares,Great Karoo,0,2010
12/1/10,410951.9925,12,Hectares,Great Karoo,0,2010
1/1/11,410951.9925,1,Hectares,Great Karoo,0,2011
2/1/11,410951.9925,2,Hectares,Great Karoo,0,2011
3/1/11,410951.9925,3,Hectares,Great Karoo,0,2011
4/1/11,410951.9925,4,Hectares,Great Karoo,0,2011
5/1/11,410951.9925,5,Hectares,Great Karoo,0,2011
6/1/11,410951.9925,6,Hectares,Great Karoo,0,2011
7/1/11,410951.9925,7,Hectares,Great Karoo,0,2011
8/1/11,410951.9925,8,Hectares,Great Karoo,0,2011
9/1/11,410951.9925,9,Hectares,Great Karoo,0,2011
10/1/11,410951.9925,10,Hectares,Great Karoo,0,2011
11/1/11,410951.9925,11,Hectares,Great Karoo,0,2011
12/1/11,410951.9925,12,Hectares,Great Karoo,0,2011
1/1/12,410951.9925,1,Hectares,Great Karoo,0,2012
2/1/12,410951.9925,2,Hectares,Great Karoo,0,2012
3/1/12,410951.9925,3,Hectares,Great Karoo,0,2012
4/1/12,410951.9925,4,Hectares,Great Karoo,0,2012
5/1/12,410951.9925,5,Hectares,Great Karoo,0,2012
6/1/12,410951.9925,6,Hectares,Great Karoo,0,2012
7/1/12,410951.9925,7,Hectares,Great Karoo,0,2012
8/1/12,410951.9925,8,Hectares,Great Karoo,0,2012
9/1/12,410951.9925,9,Hectares,Great Karoo,0,2012
10/1/12,410951.9925,10,Hectares,Great Karoo,0,2012
11/1/12,410951.9925,11,Hectares,Great Karoo,0,2012
12/1/12,410951.9925,12,Hectares,Great Karoo,0,2012
1/1/13,410951.9925,1,Hectares,Great Karoo,0,2013
2/1/13,410951.9925,2,Hectares,Great Karoo,0,2013
3/1/13,410951.9925,3,Hectares,Great Karoo,0,2013
4/1/13,410951.9925,4,Hectares,Great Karoo,0,2013
5/1/13,410951.9925,5,Hectares,Great Karoo,0,2013
6/1/13,410951.9925,6,Hectares,Great Karoo,0,2013
7/1/13,410951.9925,7,Hectares,Great Karoo,0,2013
8/1/13,410951.9925,8,Hectares,Great Karoo,0,2013
9/1/13,410951.9925,9,Hectares,Great Karoo,0,2013
10/1/13,410951.9925,10,Hectares,Great Karoo,0,2013
11/1/13,410951.9925,11,Hectares,Great Karoo,0,2013
12/1/13,410951.9925,12,Hectares,Great Karoo,0,2013
1/1/14,410951.9925,1,Hectares,Great Karoo,0,2014
2/1/14,410951.9925,2,Hectares,Great Karoo,0,2014
3/1/14,410951.9925,3,Hectares,Great Karoo,0,2014
4/1/14,410951.9925,4,Hectares,Great Karoo,0,2014
5/1/14,410951.9925,5,Hectares,Great Karoo,0,2014
6/1/14,410951.9925,6,Hectares,Great Karoo,0,2014
7/1/14,410951.9925,7,Hectares,Great Karoo,0,2014
8/1/14,410951.9925,8,Hectares,Great Karoo,0,2014
9/1/14,410951.9925,9,Hectares,Great Karoo,0,2014
10/1/14,410951.9925,10,Hectares,Great Karoo,698.2281938,2014
11/1/14,410951.9925,11,Hectares,Great Karoo,10.68632629,2014
12/1/14,410951.9925,12,Hectares,Great Karoo,0,2014
1/1/15,410951.9925,1,Hectares,Great Karoo,0,2015
2/1/15,410951.9925,2,Hectares,Great Karoo,109.0481034,2015
3/1/15,410951.9925,3,Hectares,Great Karoo,0,2015
4/1/15,410951.9925,4,Hectares,Great Karoo,0,2015
5/1/15,410951.9925,5,Hectares,Great Karoo,0,2015
6/1/15,410951.9925,6,Hectares,Great Karoo,0,2015
7/1/15,410951.9925,7,Hectares,Great Karoo,0,2015
8/1/15,410951.9925,8,Hectares,Great Karoo,0,2015
9/1/15,410951.9925,9,Hectares,Great Karoo,0,2015
10/1/15,410951.9925,10,Hectares,Great Karoo,0,2015
11/1/15,410951.9925,11,Hectares,Great Karoo,0,2015
12/1/15,410951.9925,12,Hectares,Great Karoo,0,2015
1/1/16,410951.9925,1,Hectares,Great Karoo,0,2016
2/1/16,410951.9925,2,Hectares,Great Karoo,6.563120257,2016
3/1/16,410951.9925,3,Hectares,Great Karoo,504.8546156,2016
4/1/16,410951.9925,4,Hectares,Great Karoo,0,2016
5/1/16,410951.9925,5,Hectares,Great Karoo,0,2016
6/1/16,410951.9925,6,Hectares,Great Karoo,0,2016
7/1/16,410951.9925,7,Hectares,Great Karoo,0,2016
8/1/16,410951.9925,8,Hectares,Great Karoo,0,2016
9/1/16,410951.9925,9,Hectares,Great Karoo,0,2016
10/1/16,410951.9925,10,Hectares,Great Karoo,0,2016
11/1/16,410951.9925,11,Hectares,Great Karoo,0,2016
12/1/16,410951.9925,12,Hectares,Great Karoo,0,2016
1/1/17,410951.9925,1,Hectares,Great Karoo,0,2017
2/1/17,410951.9925,2,Hectares,Great Karoo,9.424161765,2017
3/1/17,410951.9925,3,Hectares,Great Karoo,0,2017
4/1/17,410951.9925,4,Hectares,Great Karoo,0,2017
5/1/17,410951.9925,5,Hectares,Great Karoo,0,2017
6/1/17,410951.9925,6,Hectares,Great Karoo,0,2017
7/1/17,410951.9925,7,Hectares,Great Karoo,0,2017
8/1/17,410951.9925,8,Hectares,Great Karoo,0,2017
9/1/17,410951.9925,9,Hectares,Great Karoo,0,2017
10/1/17,410951.9925,10,Hectares,Great Karoo,0,2017
11/1/17,410951.9925,11,Hectares,Great Karoo,0,2017
12/1/17,410951.9925,12,Hectares,Great Karoo,0,2017
1/1/18,410951.9925,1,Hectares,Great Karoo,0,2018
2/1/18,410951.9925,2,Hectares,Great Karoo,0,2018
3/1/18,410951.9925,3,Hectares,Great Karoo,0,2018
4/1/18,410951.9925,4,Hectares,Great Karoo,0,2018
5/1/18,410951.9925,5,Hectares,Great Karoo,0,2018
6/1/18,410951.9925,6,Hectares,Great Karoo,0,2018
7/1/18,410951.9925,7,Hectares,Great Karoo,0,2018
8/1/18,410951.9925,8,Hectares,Great Karoo,0,2018
9/1/18,410951.9925,9,Hectares,Great Karoo,0,2018
10/1/18,410951.9925,10,Hectares,Great Karoo,7.993730178,2018
11/1/18,410951.9925,11,Hectares,Great Karoo,0,2018
12/1/18,410951.9925,12,Hectares,Great Karoo,0,2018
1/1/19,410951.9925,1,Hectares,Great Karoo,0,2019
2/1/19,410951.9925,2,Hectares,Great Karoo,0,2019
3/1/19,410951.9925,3,Hectares,Great Karoo,0,2019
4/1/19,410951.9925,4,Hectares,Great Karoo,0,2019
5/1/19,410951.9925,5,Hectares,Great Karoo,0,2019
6/1/19,410951.9925,6,Hectares,Great Karoo,0,2019
7/1/19,410951.9925,7,Hectares,Great Karoo,0,2019
8/1/19,410951.9925,8,Hectares,Great Karoo,0,2019
9/1/19,410951.9925,9,Hectares,Great Karoo,0,2019
10/1/19,410951.9925,10,Hectares,Great Karoo,0,2019
11/1/19,410951.9925,11,Hectares,Great Karoo,0,2019
12/1/19,410951.9925,12,Hectares,Great Karoo,0,2019
1/1/20,410951.9925,1,Hectares,Great Karoo,0,2020
2/1/20,410951.9925,2,Hectares,Great Karoo,0,2020
3/1/20,410951.9925,3,Hectares,Great Karoo,0,2020
4/1/20,410951.9925,4,Hectares,Great Karoo,0,2020
5/1/20,410951.9925,5,Hectares,Great Karoo,0,2020
6/1/20,410951.9925,6,Hectares,Great Karoo,0,2020
7/1/20,410951.9925,7,Hectares,Great Karoo,0,2020
8/1/20,410951.9925,8,Hectares,Great Karoo,0,2020
9/1/20,410951.9925,9,Hectares,Great Karoo,0,2020
10/1/20,410951.9925,10,Hectares,Great Karoo,0,2020
11/1/20,410951.9925,11,Hectares,Great Karoo,0,2020
12/1/20,410951.9925,12,Hectares,Great Karoo,0,2020
1/1/21,410951.9925,1,Hectares,Great Karoo,0,2021
2/1/21,410951.9925,2,Hectares,Great Karoo,0,2021
3/1/21,410951.9925,3,Hectares,Great Karoo,0,2021
4/1/21,410951.9925,4,Hectares,Great Karoo,0,2021
5/1/21,410951.9925,5,Hectares,Great Karoo,0,2021
6/1/21,410951.9925,6,Hectares,Great Karoo,0,2021
7/1/21,410951.9925,7,Hectares,Great Karoo,0,2021
8/1/21,410951.9925,8,Hectares,Great Karoo,0,2021
9/1/21,410951.9925,9,Hectares,Great Karoo,0,2021
10/1/21,410951.9925,10,Hectares,Great Karoo,0,2021
11/1/21,410951.9925,11,Hectares,Great Karoo,0,2021
12/1/21,410951.9925,12,Hectares,Great Karoo,0,2021
1/1/22,410951.9925,1,Hectares,Great Karoo,0,2022
2/1/22,410951.9925,2,Hectares,Great Karoo,0,2022
3/1/22,410951.9925,3,Hectares,Great Karoo,0,2022
4/1/22,410951.9925,4,Hectares,Great Karoo,0,2022
5/1/22,410951.9925,5,Hectares,Great Karoo,0,2022
6/1/22,410951.9925,6,Hectares,Great Karoo,0,2022
7/1/22,410951.9925,7,Hectares,Great Karoo,0,2022
8/1/22,410951.9925,8,Hectares,Great Karoo,0,2022
9/1/22,410951.9925,9,Hectares,Great Karoo,0,2022
10/1/22,410951.9925,10,Hectares,Great Karoo,0,2022
11/1/22,410951.9925,11,Hectares,Great Karoo,0,2022
12/1/22,410951.9925,12,Hectares,Great Karoo,0,2022
11/1/00,67004.19464,11,Hectares,Kamanassie mountains,0,2000
12/1/00,67004.19464,12,Hectares,Kamanassie mountains,0,2000
1/1/01,67004.19464,1,Hectares,Kamanassie mountains,0,2001
2/1/01,67004.19464,2,Hectares,Kamanassie mountains,0,2001
3/1/01,67004.19464,3,Hectares,Kamanassie mountains,0,2001
4/1/01,67004.19464,4,Hectares,Kamanassie mountains,0,2001
5/1/01,67004.19464,5,Hectares,Kamanassie mountains,0,2001
6/1/01,67004.19464,6,Hectares,Kamanassie mountains,0,2001
7/1/01,67004.19464,7,Hectares,Kamanassie mountains,0,2001
8/1/01,67004.19464,8,Hectares,Kamanassie mountains,0,2001
9/1/01,67004.19464,9,Hectares,Kamanassie mountains,0,2001
10/1/01,67004.19464,10,Hectares,Kamanassie mountains,0,2001
11/1/01,67004.19464,11,Hectares,Kamanassie mountains,0,2001
12/1/01,67004.19464,12,Hectares,Kamanassie mountains,0,2001
1/1/02,67004.19464,1,Hectares,Kamanassie mountains,0,2002
2/1/02,67004.19464,2,Hectares,Kamanassie mountains,0,2002
3/1/02,67004.19464,3,Hectares,Kamanassie mountains,257.4960125,2002
4/1/02,67004.19464,4,Hectares,Kamanassie mountains,5686.349348,2002
5/1/02,67004.19464,5,Hectares,Kamanassie mountains,0,2002
6/1/02,67004.19464,6,Hectares,Kamanassie mountains,0,2002
7/1/02,67004.19464,7,Hectares,Kamanassie mountains,0,2002
8/1/02,67004.19464,8,Hectares,Kamanassie mountains,0,2002
9/1/02,67004.19464,9,Hectares,Kamanassie mountains,0,2002
10/1/02,67004.19464,10,Hectares,Kamanassie mountains,0,2002
11/1/02,67004.19464,11,Hectares,Kamanassie mountains,0,2002
12/1/02,67004.19464,12,Hectares,Kamanassie mountains,5450.312953,2002
1/1/03,67004.19464,1,Hectares,Kamanassie mountains,0,2003
2/1/03,67004.19464,2,Hectares,Kamanassie mountains,0,2003
3/1/03,67004.19464,3,Hectares,Kamanassie mountains,2523.955866,2003
4/1/03,67004.19464,4,Hectares,Kamanassie mountains,0,2003
5/1/03,67004.19464,5,Hectares,Kamanassie mountains,0,2003
6/1/03,67004.19464,6,Hectares,Kamanassie mountains,0,2003
7/1/03,67004.19464,7,Hectares,Kamanassie mountains,0,2003
8/1/03,67004.19464,8,Hectares,Kamanassie mountains,0,2003
9/1/03,67004.19464,9,Hectares,Kamanassie mountains,0,2003
10/1/03,67004.19464,10,Hectares,Kamanassie mountains,0,2003
11/1/03,67004.19464,11,Hectares,Kamanassie mountains,0,2003
12/1/03,67004.19464,12,Hectares,Kamanassie mountains,10711.56144,2003
1/1/04,67004.19464,1,Hectares,Kamanassie mountains,1977.057065,2004
